CodigoVariable,FechaHora,CodigoDuracion,UnidadMedida,Version,Valor
PB_Int,2025-12-31 06:00:00,PT1H,COP/kWh,TX1,256.0186
PB_Int,2025-12-31 04:00:00,PT1H,COP/kWh,TX1,256.0186
PB_Nal,2025-12-31 18:00:00,PT1H,COP/kWh,TX1,280.9604
PB_Int,2025-12-31 11:00:00,PT1H,COP/kWh,TX1,256.0186
PB_Nal,2025-12-31 05:00:00,PT1H,COP/kWh,TX1,266.9604
PB_Nal,2025-12-31 02:00:00,PT1H,COP/kWh,TX1,266.9604
PB_Tie,2025-12-31 06:00:00,PT1H,COP/kWh,TX1,256.0186
PB_Nal,2025-12-31 12:00:00,PT1H,COP/kWh,TX1,265.9604
PB_Tie,2025-12-31 13:00:00,PT1H,COP/kWh,TX1,256.0186
PB_Tie,2025-12-31 12:00:00,PT1H,COP/kWh,TX1,256.0186
PB_Tie,2025-12-31 17:00:00,PT1H,COP/kWh,TX1,270.0186
PB_Tie,2025-12-31 11:00:00,PT1H,COP/kWh,TX1,256.0186
PB_Int,2025-12-31 19:00:00,PT1H,COP/kWh,TX1,285.0186
PB_Nal,2025-12-31 19:00:00,PT1H,COP/kWh,TX1,280.9604
PB_Int,2025-12-31 02:00:00,PT1H,COP/kWh,TX1,256.0186
PB_Int,2025-12-30 05:00:00,PT1H,COP/kWh,TX1,296.001
PB_Int,2025-12-30 16:00:00,PT1H,COP/kWh,TX1,300.0
PB_Nal,2025-12-30 17:00:00,PT1H,COP/kWh,TX1,322.1413
PB_Int,2025-12-30 08:00:00,PT1H,COP/kWh,TX1,270.0
PB_Nal,2025-12-30 00:00:00,PT1H,COP/kWh,TX1,303.1423
PB_Tie,2025-12-30 07:00:00,PT1H,COP/kWh,TX1,296.001
PB_Tie,2025-12-30 04:00:00,PT1H,COP/kWh,TX1,296.001
PB_Int,2025-12-30 09:00:00,PT1H,COP/kWh,TX1,270.0
PB_Int,2025-12-30 12:00:00,PT1H,COP/kWh,TX1,296.001
PB_Int,2025-12-30 14:00:00,PT1H,COP/kWh,TX1,296.001
PB_Tie,2025-12-30 16:00:00,PT1H,COP/kWh,TX1,300.0
PB_Int,2025-12-30 02:00:00,PT1H,COP/kWh,TX1,296.001
PB_Nal,2025-12-30 09:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Tie,2025-12-30 13:00:00,PT1H,COP/kWh,TX1,296.001
PB_Int,2025-12-30 13:00:00,PT1H,COP/kWh,TX1,296.001
PB_Nal,2025-12-30 22:00:00,PT1H,COP/kWh,TX1,322.1413
PB_Nal,2025-12-30 06:00:00,PT1H,COP/kWh,TX1,303.1423
PB_Tie,2025-12-30 22:00:00,PT1H,COP/kWh,TX1,316.0
PB_Int,2025-12-30 23:00:00,PT1H,COP/kWh,TX1,300.0
PB_Tie,2025-12-30 06:00:00,PT1H,COP/kWh,TX1,296.001
PB_Tie,2025-12-30 18:00:00,PT1H,COP/kWh,TX1,316.0
PB_Nal,2025-12-30 08:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Nal,2025-12-30 02:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Nal,2025-12-30 04:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Tie,2025-12-30 10:00:00,PT1H,COP/kWh,TX1,270.0
PB_Tie,2025-12-30 12:00:00,PT1H,COP/kWh,TX1,296.001
PB_Nal,2025-12-30 15:00:00,PT1H,COP/kWh,TX1,303.1423
PB_Tie,2025-12-30 11:00:00,PT1H,COP/kWh,TX1,270.0
PB_Nal,2025-12-30 19:00:00,PT1H,COP/kWh,TX1,323.1413
PB_Nal,2025-12-30 20:00:00,PT1H,COP/kWh,TX1,323.1413
PB_Nal,2025-12-30 05:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Tie,2025-12-30 03:00:00,PT1H,COP/kWh,TX1,296.001
PB_Int,2025-12-30 00:00:00,PT1H,COP/kWh,TX1,296.001
PB_Int,2025-12-30 22:00:00,PT1H,COP/kWh,TX1,316.0
PB_Tie,2025-12-30 19:00:00,PT1H,COP/kWh,TX1,316.0
PB_Nal,2025-12-30 11:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Int,2025-12-30 03:00:00,PT1H,COP/kWh,TX1,296.001
PB_Tie,2025-12-30 02:00:00,PT1H,COP/kWh,TX1,296.001
PB_Nal,2025-12-30 16:00:00,PT1H,COP/kWh,TX1,303.1423
PB_Nal,2025-12-30 03:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Nal,2025-12-30 01:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Tie,2025-12-30 21:00:00,PT1H,COP/kWh,TX1,316.0
PB_Tie,2025-12-30 09:00:00,PT1H,COP/kWh,TX1,270.0
PB_Tie,2025-12-30 01:00:00,PT1H,COP/kWh,TX1,296.001
PB_Nal,2025-12-30 13:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Nal,2025-12-30 10:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Int,2025-12-30 06:00:00,PT1H,COP/kWh,TX1,296.001
PB_Nal,2025-12-30 07:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Tie,2025-12-30 15:00:00,PT1H,COP/kWh,TX1,296.001
PB_Nal,2025-12-30 14:00:00,PT1H,COP/kWh,TX1,303.1423
PB_Int,2025-12-30 19:00:00,PT1H,COP/kWh,TX1,316.0
PB_Int,2025-12-30 07:00:00,PT1H,COP/kWh,TX1,296.001
PB_Int,2025-12-30 18:00:00,PT1H,COP/kWh,TX1,316.0
PB_Int,2025-12-30 15:00:00,PT1H,COP/kWh,TX1,296.001
PB_Tie,2025-12-30 23:00:00,PT1H,COP/kWh,TX1,300.0
PB_Tie,2025-12-30 00:00:00,PT1H,COP/kWh,TX1,296.001
PB_Nal,2025-12-30 18:00:00,PT1H,COP/kWh,TX1,323.1413
PB_Int,2025-12-30 04:00:00,PT1H,COP/kWh,TX1,296.001
PB_Int,2025-12-30 21:00:00,PT1H,COP/kWh,TX1,316.0
PB_Nal,2025-12-30 21:00:00,PT1H,COP/kWh,TX1,323.1413
PB_Int,2025-12-30 10:00:00,PT1H,COP/kWh,TX1,270.0
PB_Int,2025-12-30 17:00:00,PT1H,COP/kWh,TX1,316.0
PB_Int,2025-12-30 20:00:00,PT1H,COP/kWh,TX1,316.0
PB_Int,2025-12-30 11:00:00,PT1H,COP/kWh,TX1,270.0
PB_Int,2025-12-30 01:00:00,PT1H,COP/kWh,TX1,296.001
PB_Tie,2025-12-30 05:00:00,PT1H,COP/kWh,TX1,296.001
PB_Tie,2025-12-30 08:00:00,PT1H,COP/kWh,TX1,270.0
PB_Nal,2025-12-30 23:00:00,PT1H,COP/kWh,TX1,303.1423
PB_Tie,2025-12-30 20:00:00,PT1H,COP/kWh,TX1,316.0
PB_Tie,2025-12-30 17:00:00,PT1H,COP/kWh,TX1,316.0
PB_Nal,2025-12-30 12:00:00,PT1H,COP/kWh,TX1,277.1413
PB_Tie,2025-12-30 14:00:00,PT1H,COP/kWh,TX1,296.001
PB_Int,2025-12-12 04:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-12 14:00:00,PT1H,COP/kWh,TX1,249.7009
PB_Int,2025-12-12 12:00:00,PT1H,COP/kWh,TX1,246.0
PB_Nal,2025-12-12 12:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Nal,2025-12-12 09:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Int,2025-12-12 14:00:00,PT1H,COP/kWh,TX1,246.0
PB_Nal,2025-12-12 19:00:00,PT1H,COP/kWh,TX1,352.7009
PB_Tie,2025-12-12 12:00:00,PT1H,COP/kWh,TX1,246.0
PB_Tie,2025-12-12 15:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 05:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-12 07:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 22:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 18:00:00,PT1H,COP/kWh,TX1,550.0
PB_Tie,2025-12-12 01:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-12 23:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Tie,2025-12-12 18:00:00,PT1H,COP/kWh,TX1,550.0
PB_Tie,2025-12-12 13:00:00,PT1H,COP/kWh,TX1,246.0
PB_Tie,2025-12-12 05:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 02:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-12 15:00:00,PT1H,COP/kWh,TX1,249.7009
PB_Nal,2025-12-12 07:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Nal,2025-12-12 05:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Tie,2025-12-12 20:00:00,PT1H,COP/kWh,TX1,349.0
PB_Int,2025-12-12 17:00:00,PT1H,COP/kWh,TX1,349.0
PB_Tie,2025-12-12 17:00:00,PT1H,COP/kWh,TX1,349.0
PB_Nal,2025-12-12 17:00:00,PT1H,COP/kWh,TX1,263.7009
PB_Tie,2025-12-12 22:00:00,PT1H,COP/kWh,TX1,246.0
PB_Nal,2025-12-12 04:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Int,2025-12-12 08:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-12 02:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 06:00:00,PT1H,COP/kWh,TX1,246.0
PB_Nal,2025-12-12 10:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Nal,2025-12-12 06:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Int,2025-12-12 13:00:00,PT1H,COP/kWh,TX1,246.0
PB_Tie,2025-12-12 09:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-12 11:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Tie,2025-12-12 21:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-12 01:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-12 21:00:00,PT1H,COP/kWh,TX1,249.7009
PB_Nal,2025-12-12 02:00:00,PT1H,COP/kWh,TX1,223.7009
PB_Int,2025-12-12 07:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 21:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-12 20:00:00,PT1H,COP/kWh,TX1,263.7009
PB_Tie,2025-12-12 19:00:00,PT1H,COP/kWh,TX1,500.0
PB_Int,2025-12-12 10:00:00,PT1H,COP/kWh,TX1,246.0
PB_Nal,2025-12-12 13:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Nal,2025-12-12 16:00:00,PT1H,COP/kWh,TX1,249.7009
PB_Int,2025-12-12 23:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 00:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-12 03:00:00,PT1H,COP/kWh,TX1,223.7009
PB_Nal,2025-12-12 22:00:00,PT1H,COP/kWh,TX1,249.7009
PB_Tie,2025-12-12 14:00:00,PT1H,COP/kWh,TX1,246.0
PB_Tie,2025-12-12 11:00:00,PT1H,COP/kWh,TX1,246.0
PB_Int,2025-12-12 11:00:00,PT1H,COP/kWh,TX1,246.0
PB_Nal,2025-12-12 00:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Int,2025-12-12 19:00:00,PT1H,COP/kWh,TX1,500.0
PB_Int,2025-12-12 16:00:00,PT1H,COP/kWh,TX1,260.0
PB_Tie,2025-12-12 10:00:00,PT1H,COP/kWh,TX1,246.0
PB_Tie,2025-12-12 08:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-12 18:00:00,PT1H,COP/kWh,TX1,352.7009
PB_Nal,2025-12-12 08:00:00,PT1H,COP/kWh,TX1,233.7009
PB_Nal,2025-12-12 01:00:00,PT1H,COP/kWh,TX1,223.7009
PB_Tie,2025-12-12 03:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 20:00:00,PT1H,COP/kWh,TX1,349.0
PB_Int,2025-12-12 09:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-12 00:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-12 15:00:00,PT1H,COP/kWh,TX1,246.0
PB_Tie,2025-12-12 06:00:00,PT1H,COP/kWh,TX1,246.0
PB_Tie,2025-12-12 23:00:00,PT1H,COP/kWh,TX1,246.0
PB_Tie,2025-12-12 16:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-12 03:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-12 04:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-17 03:00:00,PT1H,COP/kWh,TX1,336.8819
PB_Nal,2025-12-17 09:00:00,PT1H,COP/kWh,TX1,337.2149
PB_Tie,2025-12-17 02:00:00,PT1H,COP/kWh,TX1,330.333
PB_Tie,2025-12-17 01:00:00,PT1H,COP/kWh,TX1,330.333
PB_Tie,2025-12-17 16:00:00,PT1H,COP/kWh,TX1,370.0
PB_Int,2025-12-17 07:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-17 04:00:00,PT1H,COP/kWh,TX1,330.333
PB_Tie,2025-12-17 06:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-17 18:00:00,PT1H,COP/kWh,TX1,370.0
PB_Tie,2025-12-17 14:00:00,PT1H,COP/kWh,TX1,345.0
PB_Nal,2025-12-17 02:00:00,PT1H,COP/kWh,TX1,336.8819
PB_Nal,2025-12-17 07:00:00,PT1H,COP/kWh,TX1,337.2149
PB_Nal,2025-12-17 01:00:00,PT1H,COP/kWh,TX1,337.2149
PB_Int,2025-12-17 19:00:00,PT1H,COP/kWh,TX1,345.0
PB_Tie,2025-12-17 07:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-17 03:00:00,PT1H,COP/kWh,TX1,330.333
PB_Nal,2025-12-17 11:00:00,PT1H,COP/kWh,TX1,337.2149
PB_Nal,2025-12-17 19:00:00,PT1H,COP/kWh,TX1,351.8819
PB_Int,2025-12-17 01:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-17 02:00:00,PT1H,COP/kWh,TX1,330.333
PB_Tie,2025-12-17 05:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-17 09:00:00,PT1H,COP/kWh,TX1,330.333
PB_Nal,2025-12-17 17:00:00,PT1H,COP/kWh,TX1,351.8819
PB_Nal,2025-12-17 14:00:00,PT1H,COP/kWh,TX1,351.8819
PB_Int,2025-12-17 11:00:00,PT1H,COP/kWh,TX1,330.333
PB_Tie,2025-12-17 11:00:00,PT1H,COP/kWh,TX1,330.333
PB_Nal,2025-12-17 06:00:00,PT1H,COP/kWh,TX1,337.2149
PB_Nal,2025-12-17 20:00:00,PT1H,COP/kWh,TX1,351.8819
PB_Nal,2025-12-17 04:00:00,PT1H,COP/kWh,TX1,336.8819
PB_Nal,2025-12-17 23:00:00,PT1H,COP/kWh,TX1,337.2149
PB_Nal,2025-12-17 00:00:00,PT1H,COP/kWh,TX1,337.2149
PB_Int,2025-12-17 06:00:00,PT1H,COP/kWh,TX1,330.333
PB_Nal,2025-12-17 22:00:00,PT1H,COP/kWh,TX1,351.8819
PB_Nal,2025-12-17 10:00:00,PT1H,COP/kWh,TX1,337.2149
PB_Tie,2025-12-17 10:00:00,PT1H,COP/kWh,TX1,330.333
PB_Tie,2025-12-17 08:00:00,PT1H,COP/kWh,TX1,330.333
PB_Nal,2025-12-17 13:00:00,PT1H,COP/kWh,TX1,351.8819
PB_Tie,2025-12-17 19:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 16:00:00,PT1H,COP/kWh,TX1,370.0
PB_Tie,2025-12-17 15:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 21:00:00,PT1H,COP/kWh,TX1,345.0
PB_Nal,2025-12-17 12:00:00,PT1H,COP/kWh,TX1,337.2149
PB_Int,2025-12-17 23:00:00,PT1H,COP/kWh,TX1,345.0
PB_Tie,2025-12-17 12:00:00,PT1H,COP/kWh,TX1,330.333
PB_Tie,2025-12-17 04:00:00,PT1H,COP/kWh,TX1,330.333
PB_Nal,2025-12-17 21:00:00,PT1H,COP/kWh,TX1,351.8819
PB_Nal,2025-12-17 05:00:00,PT1H,COP/kWh,TX1,336.8819
PB_Int,2025-12-17 20:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 05:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-17 13:00:00,PT1H,COP/kWh,TX1,345.0
PB_Tie,2025-12-17 21:00:00,PT1H,COP/kWh,TX1,345.0
PB_Tie,2025-12-17 18:00:00,PT1H,COP/kWh,TX1,370.0
PB_Int,2025-12-17 12:00:00,PT1H,COP/kWh,TX1,330.333
PB_Nal,2025-12-17 16:00:00,PT1H,COP/kWh,TX1,351.8819
PB_Tie,2025-12-17 22:00:00,PT1H,COP/kWh,TX1,345.0
PB_Nal,2025-12-17 08:00:00,PT1H,COP/kWh,TX1,337.2149
PB_Tie,2025-12-17 00:00:00,PT1H,COP/kWh,TX1,330.333
PB_Tie,2025-12-17 23:00:00,PT1H,COP/kWh,TX1,345.0
PB_Nal,2025-12-17 18:00:00,PT1H,COP/kWh,TX1,351.8819
PB_Int,2025-12-17 22:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 17:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 15:00:00,PT1H,COP/kWh,TX1,345.0
PB_Nal,2025-12-17 15:00:00,PT1H,COP/kWh,TX1,351.8819
PB_Tie,2025-12-17 13:00:00,PT1H,COP/kWh,TX1,345.0
PB_Tie,2025-12-17 03:00:00,PT1H,COP/kWh,TX1,330.333
PB_Tie,2025-12-17 20:00:00,PT1H,COP/kWh,TX1,345.0
PB_Tie,2025-12-17 09:00:00,PT1H,COP/kWh,TX1,330.333
PB_Tie,2025-12-17 17:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 08:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-17 14:00:00,PT1H,COP/kWh,TX1,345.0
PB_Int,2025-12-17 10:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-17 00:00:00,PT1H,COP/kWh,TX1,330.333
PB_Int,2025-12-20 04:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 08:00:00,PT1H,COP/kWh,TX1,375.111
PB_Nal,2025-12-20 19:00:00,PT1H,COP/kWh,TX1,414.9794
PB_Nal,2025-12-20 08:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Int,2025-12-20 19:00:00,PT1H,COP/kWh,TX1,413.0
PB_Int,2025-12-20 11:00:00,PT1H,COP/kWh,TX1,375.111
PB_Int,2025-12-20 06:00:00,PT1H,COP/kWh,TX1,410.0
PB_Int,2025-12-20 16:00:00,PT1H,COP/kWh,TX1,413.0
PB_Nal,2025-12-20 15:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Int,2025-12-20 09:00:00,PT1H,COP/kWh,TX1,375.111
PB_Nal,2025-12-20 13:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Int,2025-12-20 02:00:00,PT1H,COP/kWh,TX1,375.111
PB_Int,2025-12-20 18:00:00,PT1H,COP/kWh,TX1,413.0
PB_Int,2025-12-20 20:00:00,PT1H,COP/kWh,TX1,413.0
PB_Tie,2025-12-20 22:00:00,PT1H,COP/kWh,TX1,413.0
PB_Nal,2025-12-20 12:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Int,2025-12-20 17:00:00,PT1H,COP/kWh,TX1,413.0
PB_Nal,2025-12-20 06:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Nal,2025-12-20 04:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Nal,2025-12-20 03:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Nal,2025-12-20 23:00:00,PT1H,COP/kWh,TX1,411.9794
PB_Tie,2025-12-20 04:00:00,PT1H,COP/kWh,TX1,375.111
PB_Nal,2025-12-20 17:00:00,PT1H,COP/kWh,TX1,414.9794
PB_Nal,2025-12-20 11:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Nal,2025-12-20 09:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Int,2025-12-20 01:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 10:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 01:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 00:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 03:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 17:00:00,PT1H,COP/kWh,TX1,413.0
PB_Tie,2025-12-20 07:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 15:00:00,PT1H,COP/kWh,TX1,410.0
PB_Int,2025-12-20 21:00:00,PT1H,COP/kWh,TX1,413.0
PB_Nal,2025-12-20 01:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Int,2025-12-20 12:00:00,PT1H,COP/kWh,TX1,375.111
PB_Nal,2025-12-20 20:00:00,PT1H,COP/kWh,TX1,414.9794
PB_Int,2025-12-20 08:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 11:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 06:00:00,PT1H,COP/kWh,TX1,410.0
PB_Nal,2025-12-20 18:00:00,PT1H,COP/kWh,TX1,414.9794
PB_Tie,2025-12-20 18:00:00,PT1H,COP/kWh,TX1,413.0
PB_Nal,2025-12-20 14:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Nal,2025-12-20 07:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Int,2025-12-20 22:00:00,PT1H,COP/kWh,TX1,413.0
PB_Int,2025-12-20 07:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 16:00:00,PT1H,COP/kWh,TX1,413.0
PB_Tie,2025-12-20 12:00:00,PT1H,COP/kWh,TX1,375.111
PB_Int,2025-12-20 03:00:00,PT1H,COP/kWh,TX1,375.111
PB_Int,2025-12-20 05:00:00,PT1H,COP/kWh,TX1,410.0
PB_Tie,2025-12-20 13:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 20:00:00,PT1H,COP/kWh,TX1,413.0
PB_Nal,2025-12-20 16:00:00,PT1H,COP/kWh,TX1,411.9794
PB_Nal,2025-12-20 02:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Int,2025-12-20 00:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 14:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 23:00:00,PT1H,COP/kWh,TX1,410.0
PB_Int,2025-12-20 15:00:00,PT1H,COP/kWh,TX1,410.0
PB_Int,2025-12-20 14:00:00,PT1H,COP/kWh,TX1,375.111
PB_Nal,2025-12-20 22:00:00,PT1H,COP/kWh,TX1,414.9794
PB_Nal,2025-12-20 10:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Int,2025-12-20 23:00:00,PT1H,COP/kWh,TX1,410.0
PB_Tie,2025-12-20 09:00:00,PT1H,COP/kWh,TX1,375.111
PB_Nal,2025-12-20 05:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Nal,2025-12-20 00:00:00,PT1H,COP/kWh,TX1,377.0904
PB_Int,2025-12-20 13:00:00,PT1H,COP/kWh,TX1,375.111
PB_Int,2025-12-20 10:00:00,PT1H,COP/kWh,TX1,375.111
PB_Nal,2025-12-20 21:00:00,PT1H,COP/kWh,TX1,414.9794
PB_Tie,2025-12-20 21:00:00,PT1H,COP/kWh,TX1,413.0
PB_Tie,2025-12-20 19:00:00,PT1H,COP/kWh,TX1,413.0
PB_Tie,2025-12-20 02:00:00,PT1H,COP/kWh,TX1,375.111
PB_Tie,2025-12-20 05:00:00,PT1H,COP/kWh,TX1,410.0
PB_Int,2025-12-09 19:00:00,PT1H,COP/kWh,TX1,500.0
PB_Nal,2025-12-09 05:00:00,PT1H,COP/kWh,TX1,202.146
PB_Nal,2025-12-09 10:00:00,PT1H,COP/kWh,TX1,215.669
PB_Int,2025-12-09 02:00:00,PT1H,COP/kWh,TX1,192.0
PB_Nal,2025-12-09 00:00:00,PT1H,COP/kWh,TX1,113.146
PB_Tie,2025-12-09 06:00:00,PT1H,COP/kWh,TX1,205.523
PB_Tie,2025-12-09 15:00:00,PT1H,COP/kWh,TX1,260.0
PB_Tie,2025-12-09 02:00:00,PT1H,COP/kWh,TX1,192.0
PB_Int,2025-12-09 18:00:00,PT1H,COP/kWh,TX1,550.0
PB_Nal,2025-12-09 22:00:00,PT1H,COP/kWh,TX1,240.146
PB_Nal,2025-12-09 21:00:00,PT1H,COP/kWh,TX1,270.146
PB_Tie,2025-12-09 03:00:00,PT1H,COP/kWh,TX1,192.0
PB_Nal,2025-12-09 23:00:00,PT1H,COP/kWh,TX1,215.669
PB_Int,2025-12-09 04:00:00,PT1H,COP/kWh,TX1,192.0
PB_Tie,2025-12-09 11:00:00,PT1H,COP/kWh,TX1,230.0
PB_Nal,2025-12-09 03:00:00,PT1H,COP/kWh,TX1,113.146
PB_Int,2025-12-09 06:00:00,PT1H,COP/kWh,TX1,205.523
PB_Nal,2025-12-09 01:00:00,PT1H,COP/kWh,TX1,113.146
PB_Tie,2025-12-09 10:00:00,PT1H,COP/kWh,TX1,205.523
PB_Int,2025-12-09 09:00:00,PT1H,COP/kWh,TX1,205.523
PB_Nal,2025-12-09 16:00:00,PT1H,COP/kWh,TX1,270.146
PB_Tie,2025-12-09 00:00:00,PT1H,COP/kWh,TX1,192.0
PB_Nal,2025-12-09 14:00:00,PT1H,COP/kWh,TX1,270.146
PB_Nal,2025-12-09 09:00:00,PT1H,COP/kWh,TX1,215.669
PB_Nal,2025-12-09 18:00:00,PT1H,COP/kWh,TX1,310.146
PB_Tie,2025-12-09 14:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-09 21:00:00,PT1H,COP/kWh,TX1,260.0
PB_Nal,2025-12-09 15:00:00,PT1H,COP/kWh,TX1,270.146
PB_Tie,2025-12-09 20:00:00,PT1H,COP/kWh,TX1,300.0
PB_Int,2025-12-09 12:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-09 11:00:00,PT1H,COP/kWh,TX1,230.0
PB_Tie,2025-12-09 19:00:00,PT1H,COP/kWh,TX1,500.0
PB_Int,2025-12-09 22:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-09 16:00:00,PT1H,COP/kWh,TX1,300.0
PB_Tie,2025-12-09 22:00:00,PT1H,COP/kWh,TX1,260.0
PB_Tie,2025-12-09 07:00:00,PT1H,COP/kWh,TX1,205.523
PB_Int,2025-12-09 23:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-09 15:00:00,PT1H,COP/kWh,TX1,260.0
PB_Tie,2025-12-09 13:00:00,PT1H,COP/kWh,TX1,260.0
PB_Int,2025-12-09 05:00:00,PT1H,COP/kWh,TX1,205.523
PB_Tie,2025-12-09 12:00:00,PT1H,COP/kWh,TX1,230.0
PB_Int,2025-12-09 08:00:00,PT1H,COP/kWh,TX1,205.523
PB_Int,2025-12-09 03:00:00,PT1H,COP/kWh,TX1,192.0
PB_Tie,2025-12-09 17:00:00,PT1H,COP/kWh,TX1,300.0
PB_Nal,2025-12-09 11:00:00,PT1H,COP/kWh,TX1,215.669
PB_Nal,2025-12-09 19:00:00,PT1H,COP/kWh,TX1,310.146
